,P1,P2,P3,P4,P5,P6,P7,P8,P9,Gesto
409,"(229, 56)","(491, 269)","(354, 374)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
410,"(226, 55)","(491, 269)","(354, 374)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
411,"(226, 55)","(493, 270)","(355, 374)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
412,"(221, 56)","(490, 266)","(352, 372)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
413,"(218, 56)","(489, 265)","(352, 372)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
414,"(218, 56)","(489, 265)","(352, 372)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
415,"(217, 58)","(489, 264)","(352, 372)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
416,"(213, 59)","(485, 260)","(349, 370)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
417,"(210, 59)","(483, 258)","(349, 370)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
418,"(208, 59)","(484, 258)","(346, 368)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
419,"(207, 60)","(481, 255)","(348, 369)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
420,"(207, 61)","(482, 255)","(348, 369)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
421,"(206, 60)","(481, 254)","(346, 368)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
422,"(204, 60)","(482, 254)","(346, 368)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
423,"(203, 62)","(480, 252)","(345, 367)","(348, 563)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
424,"(196, 62)","(476, 247)","(343, 365)","(347, 563)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
425,"(193, 63)","(474, 245)","(340, 363)","(347, 561)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
426,"(194, 64)","(475, 245)","(342, 364)","(348, 560)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
427,"(192, 63)","(474, 244)","(341, 363)","(348, 559)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
428,"(192, 64)","(474, 243)","(340, 362)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
429,"(189, 63)","(472, 241)","(340, 362)","(348, 559)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
430,"(188, 65)","(471, 239)","(339, 361)","(348, 558)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
431,"(186, 66)","(469, 237)","(339, 361)","(349, 555)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
432,"(185, 67)","(467, 235)","(338, 360)","(348, 557)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
433,"(175, 599)","(268, 333)","(468, 235)","(337, 359)","(350, 548)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
434,"(177, 66)","(466, 233)","(335, 358)","(349, 555)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
435,"(180, 68)","(466, 233)","(336, 359)","(349, 553)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
436,"(175, 599)","(266, 334)","(463, 230)","(334, 358)","(352, 547)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
437,"(175, 70)","(265, 599)","(465, 231)","(335, 359)","(352, 546)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
438,"(174, 71)","(265, 599)","(462, 229)","(333, 358)","(352, 547)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
439,"(174, 72)","(266, 599)","(461, 228)","(333, 358)","(352, 546)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
440,"(175, 73)","(266, 599)","(461, 228)","(335, 359)","(352, 545)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
441,"(173, 73)","(266, 599)","(462, 228)","(334, 358)","(352, 545)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
442,"(171, 74)","(266, 599)","(459, 225)","(333, 357)","(351, 544)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
443,"(169, 74)","(266, 599)","(460, 225)","(332, 356)","(352, 542)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
444,"(169, 74)","(266, 599)","(459, 224)","(331, 355)","(352, 543)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
445,"(169, 74)","(267, 599)","(458, 223)","(332, 355)","(352, 543)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
446,"(166, 73)","(267, 599)","(456, 221)","(332, 355)","(353, 541)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
447,"(167, 74)","(267, 599)","(458, 222)","(332, 355)","(353, 541)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
448,"(163, 74)","(268, 599)","(457, 221)","(332, 355)","(353, 541)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
449,"(162, 74)","(268, 599)","(453, 219)","(332, 355)","(353, 542)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
450,"(163, 74)","(268, 599)","(457, 221)","(331, 355)","(354, 541)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
451,"(162, 74)","(268, 599)","(453, 219)","(332, 355)","(354, 541)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
452,"(162, 74)","(269, 599)","(454, 219)","(332, 355)","(355, 537)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
453,"(165, 75)","(269, 599)","(453, 218)","(333, 355)","(355, 540)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
454,"(162, 74)","(270, 599)","(453, 217)","(332, 354)","(356, 540)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
455,"(162, 74)","(271, 599)","(452, 216)","(333, 354)","(357, 539)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
456,"(163, 74)","(272, 599)","(454, 216)","(335, 354)","(357, 538)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
457,"(163, 74)","(272, 599)","(453, 215)","(334, 353)","(358, 537)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
458,"(163, 74)","(273, 599)","(454, 215)","(334, 353)","(359, 535)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
459,"(165, 75)","(274, 599)","(456, 216)","(336, 354)","(359, 540)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
460,"(166, 75)","(273, 599)","(456, 219)","(340, 358)","(360, 539)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
461,"(172, 76)","(274, 599)","(462, 224)","(339, 359)","(359, 546)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
462,"(176, 75)","(274, 599)","(465, 228)","(342, 362)","(360, 547)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
463,"(178, 74)","(273, 599)","(466, 230)","(342, 363)","(360, 546)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
464,"(180, 75)","(465, 230)","(342, 364)","(359, 550)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
465,"(182, 76)","(273, 599)","(465, 230)","(342, 364)","(361, 545)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
466,"(181, 75)","(465, 230)","(344, 365)","(360, 550)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
467,"(181, 75)","(273, 599)","(467, 231)","(344, 365)","(360, 548)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
468,"(181, 75)","(274, 599)","(466, 230)","(343, 364)","(360, 548)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
469,"(180, 75)","(274, 599)","(465, 229)","(343, 364)","(361, 548)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
470,"(181, 76)","(463, 227)","(344, 364)","(362, 550)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
471,"(180, 77)","(465, 227)","(345, 364)","(363, 558)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
472,"(179, 78)","(467, 227)","(346, 364)","(367, 550)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
473,"(182, 81)","(282, 599)","(466, 225)","(349, 365)","(370, 549)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
474,"(180, 80)","(466, 225)","(350, 366)","(369, 551)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
475,"(183, 82)","(468, 227)","(349, 366)","(369, 551)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
476,"(182, 82)","(467, 227)","(349, 367)","(369, 551)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
477,"(184, 84)","(468, 228)","(348, 367)","(370, 553)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
478,"(181, 83)","(467, 227)","(351, 369)","(370, 551)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
479,"(180, 83)","(466, 226)","(352, 369)","(370, 551)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
480,"(183, 84)","(467, 226)","(352, 368)","(371, 552)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
481,"(180, 83)","(464, 224)","(351, 367)","(372, 550)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
482,"(180, 83)","(466, 224)","(353, 367)","(372, 550)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
483,"(183, 84)","(467, 224)","(352, 366)","(372, 550)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
484,"(181, 83)","(465, 223)","(352, 366)","(372, 550)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
485,"(180, 83)","(465, 223)","(352, 366)","(373, 551)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
486,"(182, 84)","(465, 223)","(354, 367)","(373, 550)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
487,"(181, 84)","(465, 223)","(353, 367)","(373, 551)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
488,"(183, 85)","(284, 599)","(465, 223)","(353, 367)","(373, 549)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
489,"(181, 84)","(465, 223)","(351, 366)","(373, 550)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
490,"(181, 84)","(284, 599)","(465, 223)","(351, 366)","(374, 549)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
491,"(181, 84)","(285, 599)","(463, 222)","(351, 366)","(374, 547)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
492,"(181, 84)","(463, 222)","(351, 366)","(373, 551)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
493,"(181, 84)","(463, 222)","(351, 366)","(373, 551)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
494,"(183, 85)","(285, 599)","(463, 222)","(352, 366)","(375, 545)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
495,"(180, 84)","(464, 222)","(352, 366)","(374, 550)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
496,"(180, 84)","(286, 599)","(463, 221)","(352, 366)","(375, 549)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
497,"(180, 84)","(286, 599)","(463, 221)","(353, 366)","(375, 548)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
498,"(182, 85)","(286, 599)","(466, 222)","(353, 366)","(377, 543)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
499,"(179, 84)","(286, 599)","(466, 222)","(353, 366)","(376, 548)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
500,"(180, 85)","(286, 599)","(463, 221)","(353, 367)","(376, 549)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
501,"(179, 85)","(286, 599)","(465, 222)","(352, 367)","(376, 549)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
502,"(182, 87)","(466, 223)","(177, 87)","(354, 369)","(376, 551)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
503,"(183, 88)","(286, 599)","(465, 223)","(354, 370)","(377, 548)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
504,"(183, 89)","(286, 599)","(464, 223)","(354, 371)","(377, 549)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
505,"(182, 89)","(286, 599)","(463, 223)","(355, 372)","(377, 549)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
506,"(181, 89)","(285, 599)","(465, 224)","(356, 373)","(379, 544)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
507,"(183, 90)","(285, 599)","(464, 224)","(354, 373)","(378, 545)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
508,"(183, 90)","(284, 599)","(466, 225)","(355, 374)","(378, 543)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
509,"(183, 90)","(284, 599)","(464, 225)","(354, 374)","(377, 545)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
510,"(183, 90)","(284, 599)","(463, 225)","(356, 375)","(377, 543)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
511,"(184, 90)","(283, 599)","(465, 226)","(356, 375)","(376, 543)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
512,"(183, 89)","(282, 599)","(464, 226)","(354, 374)","(373, 548)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
513,"(184, 89)","(464, 226)","(355, 374)","(373, 550)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
514,"(183, 89)","(284, 599)","(465, 226)","(356, 374)","(375, 548)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
515,"(185, 90)","(285, 599)","(464, 225)","(357, 374)","(376, 548)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
516,"(183, 91)","(465, 224)","(360, 374)","(381, 550)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
517,"(182, 93)","(466, 223)","(360, 373)","(384, 550)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
518,"(180, 94)","(293, 599)","(467, 222)","(360, 372)","(387, 548)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
519,"(180, 96)","(295, 599)","(468, 221)","(364, 373)","(392, 540)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
520,"(178, 96)","(295, 599)","(467, 220)","(363, 372)","(392, 541)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
521,"(181, 98)","(295, 599)","(467, 220)","(362, 372)","(392, 542)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
522,"(177, 100)","(295, 599)","(466, 220)","(362, 373)","(394, 540)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
523,"(175, 103)","(295, 599)","(465, 220)","(362, 374)","(393, 542)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
524,"(173, 105)","(296, 599)","(467, 221)","(360, 374)","(393, 544)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
525,"(174, 107)","(296, 599)","(467, 221)","(362, 375)","(394, 543)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
526,"(173, 109)","(296, 599)","(465, 220)","(360, 374)","(395, 543)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
527,"(170, 111)","(297, 599)","(466, 220)","(363, 375)","(396, 542)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
528,"(168, 113)","(297, 599)","(467, 220)","(361, 374)","(400, 530)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
529,"(166, 116)","(297, 599)","(466, 219)","(360, 373)","(400, 529)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
530,"(158, 120)","(297, 599)","(461, 216)","(361, 372)","(402, 520)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
531,"(155, 122)","(297, 599)","(463, 216)","(358, 371)","(402, 517)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
532,"(152, 124)","(297, 599)","(461, 215)","(359, 371)","(402, 518)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
533,"(151, 125)","(297, 599)","(459, 214)","(359, 371)","(402, 516)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
534,"(148, 126)","(297, 599)","(460, 214)","(356, 370)","(402, 515)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
535,"(148, 128)","(297, 599)","(459, 213)","(357, 370)","(402, 515)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
536,"(147, 129)","(297, 599)","(456, 212)","(356, 370)","(402, 513)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
537,"(146, 129)","(296, 599)","(456, 212)","(354, 370)","(402, 514)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
538,"(147, 131)","(296, 599)","(456, 212)","(355, 371)","(401, 516)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
539,"(144, 132)","(295, 599)","(455, 212)","(356, 372)","(401, 515)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
540,"(143, 134)","(294, 599)","(453, 212)","(352, 372)","(400, 517)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
541,"(140, 134)","(294, 599)","(452, 212)","(354, 373)","(400, 516)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
542,"(141, 135)","(294, 599)","(450, 212)","(351, 373)","(400, 516)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
543,"(141, 136)","(294, 599)","(453, 213)","(352, 374)","(400, 517)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
544,"(143, 138)","(294, 599)","(451, 213)","(352, 375)","(400, 518)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
545,"(142, 138)","(294, 599)","(450, 213)","(354, 376)","(400, 520)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
546,"(143, 139)","(294, 599)","(453, 214)","(352, 376)","(401, 517)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
547,"(142, 139)","(294, 599)","(451, 214)","(352, 377)","(401, 518)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
548,"(144, 140)","(293, 599)","(452, 215)","(352, 378)","(400, 520)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
549,"(143, 140)","(293, 599)","(451, 215)","(353, 379)","(400, 521)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
550,"(141, 140)","(293, 599)","(448, 215)","(354, 380)","(400, 520)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
551,"(143, 141)","(292, 599)","(449, 216)","(354, 381)","(400, 519)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
552,"(144, 142)","(291, 599)","(450, 217)","(351, 381)","(400, 520)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
553,"(144, 142)","(291, 599)","(449, 217)","(355, 382)","(399, 524)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
554,"(143, 142)","(291, 599)","(448, 216)","(354, 381)","(400, 521)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
555,"(143, 142)","(292, 599)","(450, 215)","(351, 379)","(400, 518)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
556,"(139, 144)","(293, 599)","(444, 209)","(352, 375)","(400, 515)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
557,"(134, 145)","(294, 599)","(443, 207)","(350, 373)","(401, 514)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
558,"(131, 146)","(294, 599)","(442, 205)","(348, 371)","(400, 514)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
559,"(134, 147)","(294, 599)","(443, 204)","(347, 370)","(397, 533)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
560,"(132, 147)","(294, 599)","(441, 203)","(348, 370)","(396, 535)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
561,"(131, 149)","(292, 599)","(441, 203)","(346, 370)","(397, 531)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
562,"(129, 152)","(290, 599)","(438, 202)","(348, 372)","(399, 511)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
563,"(127, 155)","(288, 599)","(433, 202)","(344, 373)","(399, 512)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
564,"(127, 158)","(286, 599)","(433, 203)","(343, 375)","(398, 511)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
565,"(124, 161)","(285, 599)","(432, 204)","(341, 376)","(396, 514)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
566,"(119, 163)","(284, 599)","(428, 204)","(340, 377)","(396, 514)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
567,"(117, 165)","(283, 599)","(431, 206)","(339, 378)","(395, 529)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
568,"(114, 170)","(282, 599)","(427, 208)","(338, 380)","(394, 530)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
569,"(114, 173)","(431, 210)","(339, 381)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
570,"(112, 174)","(431, 212)","(338, 381)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
571,"(108, 174)","(433, 214)","(337, 381)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
572,"(108, 175)","(431, 214)","(339, 382)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
573,"(110, 176)","(432, 214)","(337, 382)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
574,"(110, 178)","(432, 214)","(336, 382)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
575,"(109, 179)","(431, 214)","(338, 383)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
576,"(108, 179)","(280, 599)","(432, 214)","(336, 382)","(390, 541)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
577,"(104, 180)","(432, 214)","(336, 382)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
578,"(100, 183)","(427, 213)","(333, 382)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
579,"(97, 186)","(429, 214)","(333, 383)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
580,"(96, 192)","(426, 215)","(329, 384)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
581,"(93, 194)","(424, 215)","(328, 384)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
582,"(93, 194)","(424, 215)","(328, 384)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
583,"(93, 195)","(423, 215)","(330, 385)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
584,"(93, 198)","(425, 216)","(329, 385)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
585,"(91, 199)","(424, 216)","(330, 386)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
586,"(93, 200)","(423, 216)","(328, 386)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
587,"(90, 200)","(422, 216)","(328, 387)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
588,"(88, 202)","(420, 216)","(328, 388)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
589,"(85, 204)","(420, 217)","(327, 389)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
590,"(88, 207)","(420, 218)","(326, 390)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
591,"(87, 209)","(419, 219)","(325, 391)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
592,"(87, 213)","(416, 221)","(323, 394)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
593,"(84, 216)","(417, 223)","(323, 396)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
594,"(84, 219)","(416, 224)","(322, 397)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
595,"(83, 221)","(414, 225)","(321, 399)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
596,"(78, 223)","(412, 226)","(320, 400)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
597,"(79, 226)","(410, 227)","(320, 402)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
598,"(73, 228)","(410, 228)","(323, 403)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
599,"(72, 230)","(403, 229)","(321, 404)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
600,"(69, 233)","(403, 229)","(323, 404)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
601,"(68, 235)","(403, 229)","(324, 404)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
602,"(69, 236)","(401, 230)","(324, 404)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
603,"(66, 238)","(404, 229)","(318, 405)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
604,"(68, 238)","(400, 230)","(319, 405)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
605,"(67, 239)","(402, 229)","(319, 405)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
606,"(64, 242)","(401, 229)","(319, 405)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
607,"(63, 244)","(401, 229)","(320, 405)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
608,"(63, 247)","(400, 229)","(317, 406)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
609,"(64, 250)","(396, 230)","(319, 406)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
610,"(58, 254)","(397, 230)","(316, 407)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
611,"(57, 257)","(394, 231)","(314, 408)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
612,"(55, 259)","(394, 231)","(310, 409)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
613,"(54, 261)","(391, 232)","(313, 409)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",5
