,P1,P2,P3,P4,P5,P6,P7,P8,P9,Gesto
409,"(56, 249)","(392, 196)","(329, 399)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
410,"(53, 248)","(394, 196)","(332, 399)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
411,"(54, 247)","(392, 197)","(330, 400)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
412,"(56, 246)","(392, 196)","(332, 399)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
413,"(57, 244)","(389, 196)","(331, 400)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
414,"(56, 244)","(388, 196)","(333, 400)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
415,"(58, 243)","(386, 196)","(333, 400)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
416,"(58, 243)","(386, 196)","(332, 400)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
417,"(56, 244)","(386, 196)","(333, 400)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
418,"(57, 244)","(388, 196)","(332, 401)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
419,"(59, 244)","(386, 197)","(332, 401)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
420,"(58, 244)","(385, 197)","(332, 401)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
421,"(60, 244)","(386, 197)","(332, 402)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
422,"(58, 245)","(385, 198)","(332, 402)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
423,"(56, 246)","(386, 198)","(332, 402)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
424,"(57, 246)","(385, 198)","(332, 402)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
425,"(60, 245)","(384, 198)","(331, 402)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
426,"(59, 245)","(384, 198)","(332, 402)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
427,"(58, 245)","(386, 197)","(331, 402)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
428,"(58, 245)","(384, 197)","(332, 402)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
429,"(58, 245)","(386, 197)","(332, 402)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
430,"(61, 244)","(387, 197)","(332, 402)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
431,"(59, 244)","(381, 197)","(331, 402)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
432,"(60, 244)","(383, 196)","(331, 402)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
433,"(60, 244)","(381, 197)","(332, 402)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
434,"(61, 244)","(382, 197)","(332, 402)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
435,"(61, 244)","(383, 196)","(331, 402)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
436,"(60, 244)","(382, 196)","(331, 402)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
437,"(61, 244)","(377, 195)","(329, 403)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
438,"(63, 244)","(368, 194)","(328, 402)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
439,"(62, 244)","(365, 194)","(329, 401)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
440,"(61, 244)","(366, 194)","(328, 401)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
441,"(62, 244)","(366, 194)","(327, 401)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
442,"(64, 244)","(364, 194)","(327, 401)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
443,"(63, 244)","(365, 194)","(327, 400)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
444,"(64, 244)","(363, 194)","(327, 400)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
445,"(61, 245)","(364, 193)","(326, 400)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
446,"(62, 245)","(357, 193)","(326, 401)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
447,"(63, 244)","(356, 193)","(325, 400)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
448,"(64, 244)","(357, 193)","(326, 400)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
449,"(65, 244)","(361, 193)","(326, 400)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
450,"(62, 245)","(361, 193)","(326, 400)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
451,"(62, 245)","(362, 193)","(326, 400)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
452,"(63, 245)","(360, 193)","(325, 400)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
453,"(61, 246)","(358, 192)","(324, 400)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
454,"(62, 246)","(356, 192)","(324, 400)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
455,"(62, 246)","(354, 193)","(324, 400)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
456,"(62, 247)","(357, 193)","(324, 400)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
457,"(61, 248)","(362, 193)","(323, 401)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
458,"(59, 249)","(358, 194)","(323, 401)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
459,"(61, 249)","(357, 194)","(323, 401)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
460,"(59, 250)","(357, 194)","(323, 401)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
461,"(58, 252)","(360, 194)","(323, 402)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
462,"(57, 252)","(362, 194)","(323, 402)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
463,"(57, 252)","(361, 194)","(323, 401)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
464,"(58, 251)","(361, 194)","(323, 401)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
465,"(56, 251)","(362, 194)","(323, 401)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
466,"(59, 250)","(365, 193)","(323, 401)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
467,"(58, 250)","(363, 193)","(323, 401)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
468,"(57, 250)","(365, 193)","(323, 401)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
469,"(57, 250)","(362, 194)","(323, 401)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
470,"(57, 250)","(362, 194)","(324, 401)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
471,"(56, 250)","(366, 193)","(324, 400)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
472,"(59, 249)","(364, 193)","(323, 400)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
473,"(59, 249)","(364, 193)","(324, 400)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
474,"(58, 249)","(365, 193)","(324, 400)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
475,"(58, 249)","(364, 193)","(323, 400)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
476,"(61, 248)","(361, 194)","(323, 400)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
477,"(61, 248)","(367, 193)","(323, 400)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
478,"(60, 248)","(362, 194)","(323, 401)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
479,"(59, 248)","(364, 194)","(324, 400)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
480,"(60, 247)","(366, 194)","(324, 401)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
481,"(61, 246)","(367, 194)","(325, 400)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
482,"(59, 245)","(369, 194)","(325, 400)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
483,"(60, 242)","(368, 195)","(326, 400)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
484,"(62, 238)","(373, 195)","(326, 400)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
485,"(62, 234)","(371, 196)","(326, 399)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
486,"(62, 230)","(375, 195)","(325, 398)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
487,"(63, 227)","(374, 194)","(323, 397)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
488,"(62, 222)","(374, 194)","(323, 396)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
489,"(64, 211)","(381, 195)","(323, 395)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
490,"(66, 208)","(379, 194)","(322, 393)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
491,"(69, 204)","(377, 194)","(322, 392)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
492,"(67, 202)","(380, 193)","(323, 390)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
493,"(67, 200)","(383, 192)","(323, 389)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
494,"(69, 196)","(384, 194)","(325, 389)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
495,"(75, 190)","(399, 196)","(328, 389)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
496,"(80, 185)","(404, 198)","(329, 389)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
497,"(85, 180)","(409, 201)","(329, 390)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
498,"(85, 172)","(407, 204)","(330, 391)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
499,"(86, 169)","(411, 206)","(326, 390)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
500,"(87, 167)","(407, 206)","(325, 391)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
501,"(90, 162)","(411, 210)","(326, 392)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
502,"(93, 158)","(414, 214)","(328, 394)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
503,"(96, 153)","(421, 220)","(327, 395)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
504,"(103, 148)","(422, 224)","(328, 397)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
505,"(106, 144)","(424, 227)","(328, 398)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
506,"(107, 141)","(424, 229)","(325, 398)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
507,"(110, 139)","(426, 232)","(325, 400)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
508,"(112, 136)","(427, 235)","(325, 401)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
509,"(114, 134)","(428, 238)","(323, 401)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
510,"(114, 132)","(431, 240)","(323, 401)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
511,"(116, 131)","(431, 241)","(323, 401)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
512,"(118, 128)","(431, 243)","(324, 402)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
513,"(120, 125)","(433, 246)","(325, 403)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
514,"(122, 123)","(437, 249)","(323, 402)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
515,"(123, 120)","(436, 249)","(323, 401)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
516,"(125, 117)","(435, 247)","(322, 398)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
517,"(127, 109)","(441, 246)","(324, 393)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
518,"(130, 105)","(442, 244)","(325, 390)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
519,"(131, 101)","(443, 242)","(325, 387)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
520,"(133, 98)","(448, 241)","(327, 385)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
521,"(133, 94)","(444, 235)","(328, 382)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
522,"(137, 91)","(448, 233)","(330, 379)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
523,"(139, 87)","(449, 230)","(274, 563)","(331, 376)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
524,"(142, 83)","(448, 226)","(275, 560)","(331, 373)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
525,"(144, 79)","(449, 223)","(276, 557)","(333, 370)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
526,"(146, 75)","(451, 221)","(277, 554)","(335, 368)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
527,"(150, 71)","(452, 219)","(278, 552)","(339, 366)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
528,"(124, 599)","(219, 334)","(457, 218)","(280, 549)","(340, 363)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
529,"(125, 599)","(220, 333)","(457, 214)","(282, 546)","(342, 361)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
530,"(125, 599)","(221, 332)","(457, 213)","(283, 545)","(345, 360)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
531,"(127, 599)","(225, 330)","(468, 218)","(285, 543)","(347, 359)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
532,"(127, 599)","(227, 329)","(468, 215)","(285, 542)","(347, 357)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
533,"(170, 58)","(467, 212)","(285, 540)","(349, 356)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
534,"(171, 57)","(470, 213)","(280, 553)","(350, 355)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
535,"(173, 56)","(471, 213)","(286, 539)","(350, 354)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
536,"(174, 55)","(468, 210)","(287, 539)","(350, 353)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
537,"(176, 55)","(471, 211)","(287, 539)","(351, 353)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
538,"(175, 53)","(473, 212)","(288, 537)","(352, 353)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
539,"(176, 53)","(471, 211)","(282, 550)","(352, 353)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
540,"(178, 54)","(473, 213)","(286, 538)","(353, 354)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
541,"(177, 53)","(471, 213)","(285, 540)","(351, 354)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
542,"(177, 53)","(471, 215)","(280, 552)","(351, 356)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
543,"(180, 55)","(473, 219)","(284, 541)","(351, 358)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
544,"(183, 55)","(472, 222)","(283, 542)","(352, 361)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
545,"(188, 54)","(476, 231)","(279, 549)","(353, 365)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
546,"(188, 53)","(478, 235)","(280, 545)","(353, 367)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
547,"(190, 53)","(477, 237)","(280, 545)","(352, 368)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
548,"(191, 52)","(478, 241)","(280, 547)","(354, 371)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
549,"(195, 52)","(484, 249)","(279, 549)","(354, 374)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
550,"(198, 51)","(485, 253)","(278, 551)","(356, 377)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
551,"(199, 50)","(485, 256)","(277, 551)","(355, 378)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
552,"(200, 49)","(486, 259)","(276, 551)","(355, 379)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
553,"(202, 49)","(487, 261)","(272, 555)","(355, 379)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
554,"(204, 49)","(487, 261)","(272, 553)","(354, 378)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
555,"(204, 48)","(489, 263)","(271, 554)","(355, 378)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
556,"(205, 47)","(488, 263)","(271, 553)","(355, 378)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
557,"(206, 47)","(487, 261)","(271, 551)","(357, 379)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
558,"(205, 46)","(490, 264)","(270, 552)","(354, 377)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
559,"(206, 46)","(489, 264)","(270, 551)","(355, 378)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
560,"(206, 46)","(486, 262)","(270, 550)","(353, 377)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
561,"(206, 46)","(488, 263)","(269, 551)","(356, 379)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
562,"(206, 46)","(486, 261)","(269, 551)","(354, 377)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
563,"(205, 45)","(486, 261)","(269, 551)","(354, 377)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
564,"(206, 45)","(485, 260)","(270, 549)","(353, 376)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
565,"(205, 44)","(490, 264)","(269, 551)","(357, 379)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
566,"(205, 44)","(487, 262)","(269, 551)","(353, 376)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
567,"(205, 44)","(489, 264)","(269, 551)","(354, 377)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
568,"(204, 44)","(486, 262)","(268, 552)","(353, 377)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
569,"(204, 44)","(489, 264)","(269, 551)","(353, 377)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
570,"(203, 44)","(487, 262)","(269, 551)","(353, 377)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
571,"(203, 44)","(486, 261)","(269, 551)","(357, 380)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
572,"(203, 44)","(486, 261)","(269, 552)","(353, 377)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
573,"(204, 45)","(489, 263)","(270, 551)","(352, 376)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
574,"(202, 44)","(487, 261)","(270, 551)","(356, 379)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
575,"(202, 44)","(487, 261)","(271, 550)","(353, 377)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
576,"(203, 45)","(486, 260)","(271, 550)","(353, 377)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
577,"(204, 46)","(485, 259)","(273, 546)","(353, 377)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
578,"(205, 47)","(485, 259)","(270, 552)","(353, 377)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
579,"(204, 46)","(486, 260)","(270, 552)","(353, 377)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
580,"(204, 46)","(485, 259)","(270, 552)","(353, 377)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
581,"(204, 46)","(487, 260)","(274, 545)","(354, 377)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
582,"(203, 45)","(487, 260)","(273, 547)","(353, 376)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
583,"(203, 45)","(489, 262)","(271, 551)","(353, 376)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
584,"(204, 45)","(487, 261)","(271, 551)","(356, 378)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
585,"(204, 44)","(488, 263)","(271, 552)","(357, 379)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
586,"(204, 43)","(489, 266)","(271, 553)","(357, 380)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
587,"(205, 42)","(491, 270)","(270, 555)","(357, 381)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
588,"(208, 42)","(493, 274)","(270, 557)","(358, 383)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
589,"(212, 42)","(496, 280)","(270, 559)","(359, 386)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
590,"(216, 41)","(497, 285)","(270, 561)","(360, 389)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
591,"(221, 41)","(499, 290)","(271, 563)","(367, 397)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
592,"(223, 40)","(501, 294)","(272, 564)","(370, 401)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
593,"(229, 42)","(503, 298)","(274, 566)","(372, 404)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
594,"(238, 44)","(509, 307)","(277, 569)","(378, 411)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
595,"(240, 43)","(511, 311)","(279, 571)","(381, 414)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
596,"(249, 48)","(518, 320)","(279, 573)","(375, 409)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
597,"(256, 50)","(520, 325)","(280, 575)","(382, 418)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
598,"(261, 50)","(524, 333)","(282, 575)","(385, 422)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
599,"(266, 51)","(525, 337)","(282, 576)","(386, 425)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
600,"(272, 54)","(525, 341)","(282, 576)","(388, 431)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
601,"(277, 55)","(525, 347)","(281, 577)","(388, 434)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
602,"(281, 56)","(523, 351)","(279, 578)","(388, 439)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
603,"(282, 56)","(524, 358)","(276, 580)","(388, 444)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
604,"(284, 56)","(521, 361)","(274, 582)","(386, 447)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
605,"(291, 60)","(522, 377)","(386, 458)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
606,"(292, 60)","(523, 385)","(385, 461)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
607,"(294, 60)","(524, 393)","(386, 467)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
608,"(297, 62)","(526, 402)","(386, 472)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
609,"(300, 65)","(525, 405)","(385, 473)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
610,"(300, 64)","(527, 413)","(385, 477)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
611,"(301, 64)","(524, 414)","(385, 480)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
612,"(301, 63)","(524, 418)","(384, 481)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
613,"(302, 64)","(525, 422)","(384, 482)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
