,P1,P2,P3,P4,P5,P6,P7,P8,P9,Gesto
409,"(102, 343)","(214, 63)","(290, 24)","(357, 62)","(425, 176)","(201, 452)","(258, 315)","(307, 318)","(348, 351)",1
410,"(101, 346)","(214, 62)","(289, 24)","(357, 62)","(424, 174)","(201, 452)","(257, 315)","(307, 317)","(348, 351)",1
411,"(101, 346)","(214, 63)","(289, 24)","(357, 63)","(424, 174)","(201, 453)","(258, 315)","(307, 317)","(348, 351)",1
412,"(101, 346)","(214, 62)","(290, 24)","(356, 62)","(424, 174)","(201, 452)","(258, 315)","(307, 318)","(348, 351)",1
413,"(101, 346)","(214, 62)","(290, 24)","(357, 62)","(424, 174)","(201, 453)","(258, 315)","(307, 318)","(348, 351)",1
414,"(102, 343)","(214, 63)","(290, 24)","(357, 63)","(424, 174)","(201, 453)","(258, 315)","(307, 318)","(348, 350)",1
415,"(101, 346)","(212, 64)","(290, 24)","(357, 63)","(424, 174)","(201, 452)","(257, 316)","(307, 318)","(348, 351)",1
416,"(101, 346)","(214, 63)","(290, 24)","(356, 62)","(425, 176)","(201, 452)","(257, 316)","(307, 317)","(348, 351)",1
417,"(101, 346)","(214, 63)","(290, 24)","(355, 60)","(423, 173)","(201, 452)","(257, 316)","(307, 318)","(348, 351)",1
418,"(101, 346)","(214, 63)","(290, 24)","(356, 61)","(424, 174)","(201, 452)","(257, 315)","(307, 318)","(348, 351)",1
419,"(101, 346)","(214, 63)","(290, 24)","(357, 63)","(424, 174)","(201, 452)","(257, 315)","(307, 317)","(348, 351)",1
420,"(101, 346)","(214, 63)","(290, 24)","(356, 62)","(423, 173)","(201, 452)","(257, 316)","(307, 319)","(347, 349)",1
421,"(101, 346)","(214, 62)","(290, 24)","(355, 60)","(425, 176)","(201, 452)","(257, 316)","(307, 319)","(348, 351)",1
422,"(101, 346)","(214, 63)","(290, 24)","(356, 62)","(425, 176)","(201, 452)","(257, 315)","(307, 318)","(348, 351)",1
423,"(101, 346)","(214, 62)","(290, 24)","(357, 62)","(424, 174)","(201, 452)","(258, 315)","(307, 318)","(348, 351)",1
424,"(101, 346)","(214, 63)","(290, 24)","(356, 62)","(424, 174)","(201, 452)","(258, 315)","(307, 318)","(348, 351)",1
425,"(101, 346)","(213, 61)","(290, 24)","(357, 63)","(424, 174)","(201, 452)","(257, 316)","(307, 318)","(347, 350)",1
426,"(101, 346)","(213, 63)","(290, 24)","(357, 63)","(424, 174)","(201, 453)","(258, 315)","(307, 319)","(348, 351)",1
427,"(101, 346)","(215, 61)","(290, 24)","(357, 63)","(424, 174)","(200, 455)","(257, 316)","(307, 319)","(347, 349)",1
428,"(102, 343)","(212, 64)","(290, 24)","(356, 62)","(424, 174)","(201, 452)","(257, 316)","(307, 318)","(348, 351)",1
429,"(101, 346)","(214, 63)","(290, 24)","(356, 62)","(424, 174)","(201, 452)","(257, 315)","(307, 318)","(348, 351)",1
430,"(101, 346)","(213, 64)","(290, 24)","(357, 63)","(424, 174)","(201, 452)","(257, 315)","(307, 318)","(348, 351)",1
431,"(101, 346)","(212, 64)","(290, 24)","(356, 62)","(424, 174)","(201, 452)","(258, 315)","(307, 318)","(347, 349)",1
432,"(101, 346)","(215, 61)","(290, 24)","(355, 61)","(424, 174)","(201, 452)","(258, 315)","(307, 318)","(348, 351)",1
433,"(101, 346)","(214, 63)","(290, 24)","(357, 62)","(424, 174)","(201, 452)","(257, 316)","(307, 318)","(348, 351)",1
434,"(101, 346)","(214, 63)","(290, 24)","(356, 62)","(425, 176)","(201, 452)","(258, 315)","(307, 319)","(348, 351)",1
435,"(102, 343)","(214, 63)","(290, 24)","(356, 61)","(424, 174)","(201, 452)","(257, 316)","(307, 318)","(348, 351)",1
436,"(102, 343)","(214, 63)","(290, 24)","(357, 63)","(424, 174)","(201, 452)","(257, 316)","(307, 318)","(348, 351)",1
437,"(101, 346)","(214, 63)","(290, 24)","(356, 62)","(425, 176)","(201, 452)","(257, 316)","(307, 318)","(348, 351)",1
438,"(102, 343)","(214, 63)","(290, 24)","(356, 62)","(424, 174)","(201, 452)","(257, 316)","(307, 319)","(348, 351)",1
439,"(102, 343)","(214, 62)","(290, 24)","(356, 62)","(424, 174)","(201, 452)","(258, 315)","(307, 318)","(348, 351)",1
440,"(101, 346)","(212, 64)","(291, 25)","(357, 63)","(424, 174)","(201, 452)","(257, 315)","(308, 318)","(348, 351)",1
441,"(102, 343)","(213, 63)","(290, 24)","(357, 62)","(424, 174)","(201, 452)","(257, 316)","(307, 318)","(348, 351)",1
442,"(101, 346)","(214, 63)","(290, 24)","(357, 63)","(424, 174)","(201, 452)","(257, 316)","(307, 318)","(348, 351)",1
443,"(101, 346)","(214, 63)","(290, 24)","(357, 63)","(423, 173)","(201, 452)","(257, 315)","(307, 317)","(348, 351)",1
444,"(102, 343)","(215, 61)","(291, 25)","(357, 63)","(425, 176)","(201, 452)","(258, 315)","(307, 318)","(348, 351)",1
445,"(101, 346)","(215, 61)","(290, 24)","(355, 60)","(424, 174)","(201, 452)","(257, 315)","(308, 318)","(348, 352)",1
446,"(102, 343)","(214, 62)","(291, 25)","(357, 63)","(423, 173)","(201, 452)","(258, 315)","(307, 317)","(348, 351)",1
447,"(101, 346)","(215, 61)","(290, 24)","(357, 63)","(424, 174)","(201, 452)","(258, 315)","(307, 319)","(348, 351)",1
448,"(102, 343)","(214, 61)","(290, 24)","(356, 62)","(424, 174)","(201, 452)","(257, 316)","(307, 318)","(348, 351)",1
449,"(102, 343)","(214, 63)","(290, 24)","(357, 63)","(426, 178)","(201, 452)","(257, 315)","(307, 318)","(348, 351)",1
450,"(102, 343)","(215, 61)","(290, 24)","(357, 63)","(424, 174)","(201, 452)","(258, 315)","(307, 317)","(348, 351)",1
451,"(101, 346)","(213, 63)","(290, 24)","(357, 63)","(424, 174)","(201, 452)","(258, 315)","(307, 317)","(348, 351)",1
452,"(102, 343)","(214, 61)","(290, 24)","(357, 63)","(424, 174)","(201, 453)","(258, 315)","(308, 318)","(348, 351)",1
453,"(102, 343)","(215, 61)","(290, 24)","(357, 63)","(424, 174)","(201, 452)","(258, 315)","(307, 318)","(348, 351)",1
454,"(102, 343)","(213, 63)","(290, 24)","(355, 61)","(424, 174)","(201, 452)","(257, 315)","(307, 318)","(348, 351)",1
455,"(102, 343)","(214, 63)","(290, 24)","(355, 61)","(424, 174)","(201, 452)","(257, 315)","(307, 317)","(348, 351)",1
456,"(102, 343)","(214, 62)","(290, 24)","(354, 60)","(423, 173)","(201, 452)","(258, 315)","(308, 318)","(348, 351)",1
457,"(101, 346)","(215, 61)","(290, 24)","(357, 63)","(424, 174)","(201, 452)","(258, 315)","(308, 318)","(348, 351)",1
458,"(101, 346)","(213, 63)","(290, 24)","(356, 62)","(424, 174)","(201, 452)","(258, 315)","(307, 317)","(348, 351)",1
459,"(101, 346)","(214, 62)","(290, 24)","(356, 62)","(424, 174)","(201, 452)","(258, 316)","(308, 318)","(348, 351)",1
460,"(102, 343)","(212, 64)","(290, 24)","(356, 62)","(424, 174)","(201, 453)","(258, 315)","(308, 318)","(348, 351)",1
461,"(101, 346)","(213, 63)","(290, 24)","(357, 63)","(424, 174)","(201, 452)","(257, 315)","(307, 318)","(348, 351)",1
462,"(101, 346)","(214, 61)","(290, 24)","(355, 61)","(424, 174)","(201, 452)","(257, 316)","(308, 319)","(348, 351)",1
463,"(102, 343)","(215, 61)","(291, 25)","(356, 62)","(424, 174)","(201, 452)","(257, 316)","(308, 318)","(348, 351)",1
464,"(101, 346)","(214, 61)","(290, 24)","(356, 62)","(424, 174)","(201, 452)","(258, 316)","(308, 318)","(348, 351)",1
465,"(101, 346)","(214, 62)","(290, 24)","(357, 63)","(424, 174)","(201, 452)","(258, 315)","(308, 318)","(348, 351)",1
466,"(102, 343)","(214, 61)","(290, 24)","(357, 63)","(424, 174)","(201, 452)","(258, 315)","(308, 318)","(348, 351)",1
467,"(102, 343)","(214, 61)","(290, 24)","(356, 62)","(424, 174)","(201, 452)","(258, 315)","(307, 318)","(348, 351)",1
468,"(101, 346)","(213, 61)","(290, 24)","(356, 62)","(424, 174)","(200, 455)","(258, 315)","(307, 318)","(348, 351)",1
469,"(101, 346)","(214, 62)","(290, 24)","(356, 62)","(424, 174)","(201, 453)","(257, 315)","(308, 318)","(348, 351)",1
470,"(101, 346)","(214, 63)","(290, 24)","(356, 62)","(424, 174)","(201, 452)","(258, 315)","(307, 317)","(348, 351)",1
471,"(101, 346)","(214, 63)","(290, 24)","(356, 62)","(424, 174)","(201, 452)","(257, 316)","(308, 318)","(348, 351)",1
472,"(101, 346)","(214, 63)","(290, 24)","(355, 61)","(424, 174)","(201, 452)","(257, 315)","(307, 318)","(348, 351)",1
473,"(101, 346)","(213, 63)","(290, 24)","(356, 62)","(424, 174)","(201, 452)","(258, 315)","(308, 318)","(348, 351)",1
474,"(101, 346)","(213, 63)","(291, 25)","(356, 62)","(424, 174)","(201, 453)","(258, 315)","(308, 318)","(348, 351)",1
475,"(101, 346)","(212, 64)","(290, 24)","(356, 62)","(424, 174)","(201, 453)","(257, 316)","(307, 318)","(348, 351)",1
476,"(101, 346)","(214, 63)","(291, 25)","(356, 62)","(424, 174)","(201, 453)","(258, 315)","(307, 317)","(348, 352)",1
477,"(101, 346)","(213, 63)","(290, 24)","(356, 62)","(424, 174)","(201, 453)","(257, 315)","(307, 318)","(348, 351)",1
478,"(101, 346)","(214, 63)","(290, 24)","(355, 61)","(424, 174)","(201, 452)","(257, 316)","(308, 318)","(348, 351)",1
479,"(101, 346)","(214, 62)","(290, 24)","(355, 60)","(424, 174)","(201, 453)","(258, 315)","(308, 318)","(348, 351)",1
480,"(101, 346)","(213, 63)","(291, 25)","(357, 62)","(424, 174)","(201, 453)","(257, 315)","(308, 318)","(348, 351)",1
481,"(101, 346)","(214, 63)","(291, 25)","(356, 62)","(424, 174)","(201, 453)","(257, 315)","(308, 318)","(348, 351)",1
482,"(102, 343)","(214, 61)","(290, 24)","(356, 62)","(424, 174)","(201, 453)","(257, 315)","(308, 318)","(348, 350)",1
483,"(101, 346)","(215, 61)","(290, 24)","(356, 62)","(424, 174)","(201, 453)","(258, 315)","(307, 318)","(348, 351)",1
484,"(101, 346)","(212, 64)","(291, 25)","(357, 63)","(424, 174)","(201, 452)","(258, 315)","(307, 318)","(348, 351)",1
485,"(102, 343)","(213, 63)","(291, 25)","(356, 62)","(424, 174)","(201, 453)","(257, 315)","(308, 318)","(348, 351)",1
486,"(101, 346)","(213, 62)","(290, 24)","(357, 63)","(424, 174)","(201, 453)","(257, 315)","(307, 318)","(348, 351)",1
487,"(102, 343)","(212, 64)","(290, 24)","(356, 62)","(424, 174)","(201, 453)","(257, 316)","(307, 317)","(348, 351)",1
488,"(101, 346)","(213, 61)","(290, 24)","(356, 62)","(424, 174)","(201, 453)","(257, 315)","(308, 318)","(348, 351)",1
489,"(102, 343)","(214, 62)","(290, 24)","(357, 63)","(424, 174)","(201, 453)","(258, 315)","(308, 318)","(348, 350)",1
490,"(101, 346)","(214, 61)","(290, 24)","(356, 62)","(424, 174)","(201, 453)","(258, 315)","(308, 318)","(348, 351)",1
491,"(102, 343)","(213, 63)","(290, 24)","(356, 62)","(424, 174)","(201, 453)","(258, 315)","(308, 318)","(348, 351)",1
492,"(102, 343)","(214, 62)","(290, 24)","(356, 62)","(424, 174)","(201, 452)","(257, 316)","(307, 319)","(348, 351)",1
493,"(101, 346)","(213, 63)","(290, 24)","(357, 63)","(424, 174)","(201, 453)","(258, 315)","(307, 318)","(348, 351)",1
494,"(102, 343)","(214, 61)","(291, 25)","(356, 62)","(424, 174)","(201, 453)","(257, 315)","(307, 317)","(348, 351)",1
495,"(101, 346)","(212, 64)","(291, 25)","(356, 62)","(424, 174)","(202, 450)","(257, 315)","(307, 318)","(348, 351)",1
496,"(101, 346)","(213, 63)","(290, 24)","(356, 62)","(424, 174)","(201, 452)","(258, 315)","(308, 318)","(348, 351)",1
497,"(101, 346)","(213, 61)","(290, 24)","(357, 63)","(424, 174)","(201, 453)","(258, 315)","(308, 318)","(348, 352)",1
498,"(102, 343)","(214, 61)","(290, 24)","(356, 62)","(424, 174)","(201, 453)","(258, 315)","(308, 318)","(348, 351)",1
499,"(101, 346)","(214, 61)","(291, 25)","(357, 62)","(424, 174)","(201, 452)","(258, 315)","(308, 318)","(348, 351)",1
500,"(101, 346)","(214, 61)","(290, 24)","(355, 61)","(424, 174)","(201, 453)","(258, 315)","(307, 318)","(348, 351)",1
501,"(101, 346)","(214, 61)","(291, 25)","(355, 61)","(424, 174)","(201, 452)","(258, 315)","(308, 318)","(348, 352)",1
502,"(102, 343)","(214, 61)","(290, 24)","(357, 63)","(424, 174)","(201, 452)","(257, 316)","(308, 318)","(348, 351)",1
503,"(101, 346)","(214, 63)","(291, 25)","(355, 61)","(424, 174)","(201, 453)","(258, 315)","(307, 317)","(348, 351)",1
504,"(102, 343)","(214, 63)","(290, 24)","(356, 62)","(424, 174)","(201, 453)","(257, 316)","(308, 319)","(348, 351)",1
505,"(101, 346)","(213, 63)","(291, 25)","(357, 62)","(425, 176)","(201, 453)","(258, 315)","(308, 318)","(348, 351)",1
506,"(101, 346)","(215, 61)","(291, 25)","(356, 62)","(424, 174)","(201, 452)","(258, 315)","(307, 318)","(348, 351)",1
507,"(101, 346)","(214, 63)","(290, 24)","(356, 61)","(424, 174)","(202, 450)","(258, 315)","(307, 317)","(348, 351)",1
508,"(102, 343)","(215, 61)","(290, 24)","(356, 62)","(424, 174)","(201, 453)","(258, 315)","(308, 318)","(348, 351)",1
509,"(102, 343)","(215, 61)","(290, 24)","(357, 63)","(424, 174)","(201, 453)","(257, 315)","(308, 318)","(348, 351)",1
510,"(101, 346)","(213, 63)","(290, 24)","(355, 61)","(424, 174)","(201, 453)","(257, 315)","(308, 319)","(348, 351)",1
511,"(102, 343)","(214, 63)","(290, 24)","(357, 63)","(424, 174)","(201, 453)","(258, 315)","(307, 318)","(348, 351)",1
512,"(101, 346)","(214, 63)","(290, 24)","(357, 63)","(424, 174)","(201, 453)","(258, 315)","(307, 318)","(348, 351)",1
513,"(102, 343)","(215, 61)","(290, 24)","(356, 62)","(424, 174)","(201, 453)","(258, 315)","(307, 318)","(348, 350)",1
514,"(102, 343)","(214, 63)","(290, 24)","(355, 61)","(424, 174)","(201, 453)","(258, 315)","(308, 319)","(348, 351)",1
515,"(102, 343)","(214, 61)","(291, 25)","(356, 62)","(424, 174)","(201, 453)","(258, 315)","(308, 318)","(348, 351)",1
516,"(101, 346)","(215, 61)","(290, 24)","(355, 61)","(424, 174)","(201, 453)","(258, 315)","(307, 318)","(348, 351)",1
517,"(102, 343)","(215, 61)","(291, 25)","(356, 62)","(424, 174)","(201, 453)","(257, 315)","(308, 319)","(348, 351)",1
518,"(101, 346)","(214, 62)","(290, 24)","(356, 62)","(424, 174)","(201, 453)","(258, 316)","(308, 318)","(348, 351)",1
519,"(101, 346)","(213, 63)","(291, 25)","(356, 62)","(424, 174)","(201, 453)","(258, 315)","(308, 318)","(348, 352)",1
520,"(101, 346)","(215, 61)","(290, 24)","(355, 61)","(426, 178)","(201, 453)","(257, 316)","(307, 318)","(348, 351)",1
521,"(101, 346)","(214, 62)","(290, 24)","(357, 63)","(424, 174)","(201, 453)","(257, 316)","(307, 318)","(348, 351)",1
522,"(101, 346)","(215, 61)","(291, 25)","(357, 62)","(424, 174)","(201, 453)","(258, 315)","(308, 319)","(348, 351)",1
523,"(101, 346)","(215, 61)","(290, 24)","(357, 63)","(424, 174)","(201, 453)","(258, 315)","(308, 318)","(348, 351)",1
524,"(101, 346)","(212, 64)","(290, 24)","(354, 60)","(424, 174)","(201, 453)","(258, 315)","(308, 319)","(348, 351)",1
525,"(102, 343)","(213, 61)","(290, 24)","(356, 62)","(424, 174)","(201, 453)","(257, 315)","(307, 318)","(348, 352)",1
526,"(101, 346)","(214, 62)","(290, 24)","(357, 63)","(424, 174)","(201, 453)","(258, 315)","(307, 318)","(348, 351)",1
527,"(101, 346)","(214, 63)","(290, 24)","(357, 63)","(424, 174)","(201, 453)","(258, 315)","(308, 319)","(348, 351)",1
528,"(101, 346)","(214, 61)","(290, 24)","(357, 62)","(424, 174)","(201, 453)","(258, 315)","(308, 318)","(348, 351)",1
529,"(101, 346)","(214, 61)","(290, 24)","(356, 61)","(424, 174)","(201, 453)","(257, 315)","(308, 318)","(348, 351)",1
530,"(102, 343)","(213, 63)","(290, 24)","(357, 62)","(424, 174)","(201, 453)","(258, 315)","(308, 318)","(348, 351)",1
531,"(102, 343)","(214, 63)","(290, 24)","(356, 62)","(424, 174)","(201, 452)","(258, 315)","(308, 318)","(348, 351)",1
532,"(102, 343)","(213, 63)","(290, 24)","(355, 61)","(424, 174)","(201, 453)","(258, 315)","(308, 319)","(348, 351)",1
533,"(102, 343)","(214, 61)","(291, 25)","(355, 61)","(425, 176)","(201, 453)","(258, 315)","(308, 319)","(348, 351)",1
534,"(102, 343)","(213, 63)","(291, 25)","(356, 62)","(423, 173)","(201, 453)","(258, 315)","(307, 318)","(348, 351)",1
535,"(101, 345)","(214, 62)","(291, 25)","(356, 62)","(425, 176)","(202, 450)","(258, 315)","(308, 318)","(348, 351)",1
536,"(101, 345)","(214, 62)","(290, 24)","(355, 60)","(425, 176)","(201, 452)","(258, 315)","(308, 318)","(348, 351)",1
537,"(101, 345)","(214, 62)","(291, 25)","(357, 62)","(423, 173)","(202, 450)","(258, 316)","(308, 318)","(348, 351)",1
538,"(102, 342)","(214, 62)","(290, 24)","(357, 63)","(423, 173)","(202, 450)","(258, 315)","(308, 319)","(348, 351)",1
539,"(101, 344)","(214, 62)","(290, 24)","(357, 62)","(423, 173)","(201, 452)","(258, 315)","(308, 318)","(348, 351)",1
540,"(101, 344)","(214, 62)","(290, 24)","(356, 62)","(423, 173)","(201, 452)","(258, 315)","(308, 318)","(348, 352)",1
541,"(102, 341)","(214, 62)","(290, 24)","(357, 63)","(424, 175)","(202, 450)","(258, 315)","(308, 318)","(348, 352)",1
542,"(102, 341)","(214, 62)","(290, 24)","(357, 63)","(424, 175)","(201, 452)","(258, 315)","(308, 319)","(348, 352)",1
543,"(102, 341)","(214, 62)","(291, 25)","(357, 62)","(424, 175)","(202, 450)","(258, 315)","(308, 318)","(348, 351)",1
544,"(102, 341)","(214, 62)","(291, 25)","(356, 62)","(424, 175)","(201, 452)","(258, 315)","(308, 317)","(348, 351)",1
545,"(102, 341)","(214, 62)","(291, 25)","(357, 63)","(424, 175)","(202, 450)","(258, 315)","(308, 319)","(348, 353)",1
546,"(102, 341)","(215, 61)","(290, 24)","(356, 62)","(425, 177)","(202, 450)","(258, 315)","(308, 318)","(348, 351)",1
547,"(102, 341)","(214, 62)","(290, 24)","(357, 63)","(424, 175)","(202, 450)","(258, 315)","(308, 319)","(348, 352)",1
548,"(100, 346)","(214, 62)","(290, 24)","(356, 61)","(425, 177)","(201, 453)","(258, 315)","(307, 318)","(348, 352)",1
549,"(101, 343)","(214, 62)","(290, 24)","(357, 63)","(425, 177)","(201, 453)","(258, 315)","(307, 318)","(348, 352)",1
550,"(101, 343)","(214, 62)","(290, 24)","(357, 63)","(424, 175)","(202, 451)","(257, 315)","(307, 317)","(348, 352)",1
551,"(101, 343)","(214, 62)","(290, 24)","(356, 63)","(425, 177)","(202, 451)","(257, 315)","(308, 318)","(348, 352)",1
552,"(101, 342)","(214, 62)","(290, 24)","(357, 63)","(425, 177)","(202, 451)","(258, 315)","(308, 319)","(348, 352)",1
553,"(102, 339)","(214, 62)","(290, 24)","(358, 64)","(425, 177)","(202, 451)","(258, 314)","(308, 319)","(347, 350)",1
554,"(102, 339)","(214, 62)","(290, 24)","(358, 64)","(425, 177)","(202, 451)","(258, 315)","(308, 319)","(348, 352)",1
555,"(102, 339)","(215, 61)","(290, 24)","(357, 63)","(424, 176)","(202, 451)","(258, 315)","(308, 319)","(348, 352)",1
556,"(102, 339)","(214, 62)","(291, 24)","(356, 62)","(424, 176)","(202, 451)","(258, 315)","(308, 320)","(348, 353)",1
557,"(101, 341)","(213, 62)","(291, 24)","(356, 62)","(425, 177)","(202, 450)","(258, 315)","(308, 319)","(348, 353)",1
558,"(101, 341)","(213, 63)","(291, 25)","(357, 62)","(424, 176)","(202, 450)","(258, 315)","(308, 319)","(348, 353)",1
559,"(102, 338)","(213, 62)","(291, 24)","(357, 62)","(425, 178)","(202, 450)","(258, 314)","(308, 319)","(348, 353)",1
560,"(102, 338)","(214, 62)","(291, 24)","(356, 62)","(425, 178)","(202, 449)","(258, 314)","(308, 318)","(348, 353)",1
561,"(102, 338)","(214, 61)","(291, 24)","(358, 63)","(425, 178)","(202, 450)","(258, 314)","(309, 319)","(348, 353)",1
562,"(102, 338)","(214, 62)","(291, 24)","(357, 62)","(425, 178)","(202, 449)","(258, 315)","(309, 319)","(348, 352)",1
563,"(102, 338)","(214, 61)","(291, 24)","(357, 62)","(425, 178)","(202, 449)","(258, 314)","(309, 320)","(348, 352)",1
564,"(102, 338)","(215, 60)","(291, 24)","(357, 62)","(425, 178)","(202, 449)","(258, 314)","(309, 319)","(349, 354)",1
565,"(103, 335)","(214, 61)","(291, 24)","(357, 62)","(425, 178)","(202, 449)","(259, 314)","(309, 319)","(349, 354)",1
566,"(103, 335)","(214, 60)","(292, 25)","(357, 62)","(425, 178)","(202, 449)","(259, 314)","(309, 320)","(348, 352)",1
567,"(103, 335)","(214, 60)","(291, 24)","(358, 63)","(425, 178)","(202, 449)","(259, 314)","(309, 320)","(349, 354)",1
568,"(103, 335)","(214, 61)","(291, 24)","(358, 64)","(425, 178)","(202, 449)","(259, 314)","(309, 319)","(349, 353)",1
569,"(102, 337)","(214, 61)","(290, 24)","(357, 62)","(425, 178)","(202, 449)","(258, 314)","(309, 320)","(349, 354)",1
570,"(102, 337)","(214, 60)","(292, 25)","(359, 64)","(425, 177)","(202, 449)","(259, 314)","(309, 320)","(349, 353)",1
571,"(102, 337)","(215, 61)","(292, 25)","(358, 63)","(425, 178)","(202, 449)","(259, 314)","(309, 319)","(349, 354)",1
572,"(103, 334)","(215, 59)","(290, 24)","(357, 61)","(424, 177)","(202, 448)","(259, 314)","(309, 318)","(349, 354)",1
573,"(104, 329)","(214, 61)","(291, 24)","(357, 63)","(424, 178)","(201, 448)","(259, 314)","(309, 321)","(349, 356)",1
574,"(103, 331)","(215, 60)","(291, 24)","(360, 66)","(425, 181)","(201, 448)","(259, 314)","(309, 320)","(349, 356)",1
575,"(103, 331)","(215, 60)","(290, 25)","(360, 66)","(425, 181)","(201, 448)","(260, 314)","(309, 319)","(349, 356)",1
576,"(103, 331)","(215, 60)","(291, 24)","(359, 65)","(425, 181)","(201, 448)","(259, 315)","(309, 320)","(349, 356)",1
577,"(103, 331)","(215, 59)","(291, 25)","(357, 63)","(426, 182)","(202, 446)","(259, 314)","(309, 320)","(349, 356)",1
578,"(103, 331)","(215, 59)","(291, 25)","(359, 64)","(426, 182)","(202, 446)","(259, 314)","(309, 322)","(349, 356)",1
579,"(104, 329)","(215, 59)","(293, 25)","(359, 64)","(425, 181)","(202, 446)","(259, 314)","(309, 319)","(349, 356)",1
580,"(103, 331)","(215, 60)","(293, 25)","(360, 65)","(426, 182)","(202, 447)","(260, 314)","(309, 319)","(349, 356)",1
581,"(104, 329)","(216, 58)","(293, 25)","(360, 65)","(425, 181)","(202, 447)","(260, 314)","(310, 320)","(349, 356)",1
582,"(104, 329)","(215, 60)","(293, 25)","(359, 64)","(425, 181)","(202, 447)","(260, 314)","(310, 320)","(349, 356)",1
583,"(104, 329)","(215, 60)","(293, 25)","(359, 65)","(425, 181)","(202, 447)","(260, 314)","(310, 320)","(349, 357)",1
584,"(104, 329)","(215, 60)","(293, 25)","(359, 64)","(426, 182)","(202, 446)","(260, 314)","(309, 319)","(349, 356)",1
585,"(103, 332)","(215, 60)","(292, 24)","(361, 67)","(425, 180)","(202, 447)","(260, 314)","(309, 320)","(349, 357)",1
586,"(103, 332)","(215, 60)","(291, 25)","(359, 65)","(425, 180)","(202, 447)","(259, 315)","(309, 320)","(349, 356)",1
587,"(103, 332)","(215, 60)","(292, 25)","(360, 65)","(425, 180)","(202, 447)","(260, 314)","(309, 320)","(349, 356)",1
588,"(103, 332)","(215, 60)","(292, 24)","(359, 64)","(425, 180)","(202, 447)","(259, 314)","(309, 319)","(349, 356)",1
589,"(103, 332)","(215, 60)","(291, 25)","(360, 65)","(425, 180)","(202, 447)","(260, 314)","(309, 321)","(349, 356)",1
590,"(103, 332)","(215, 60)","(292, 24)","(358, 63)","(425, 180)","(202, 447)","(259, 315)","(309, 320)","(349, 356)",1
591,"(103, 332)","(216, 59)","(291, 24)","(359, 65)","(425, 180)","(202, 447)","(259, 314)","(309, 321)","(349, 356)",1
592,"(103, 332)","(215, 60)","(292, 25)","(359, 64)","(427, 183)","(202, 447)","(260, 314)","(309, 320)","(349, 356)",1
593,"(103, 332)","(215, 60)","(293, 25)","(359, 64)","(425, 180)","(202, 447)","(260, 314)","(309, 320)","(349, 356)",1
594,"(103, 332)","(215, 60)","(290, 25)","(359, 64)","(425, 180)","(202, 447)","(259, 314)","(309, 320)","(349, 356)",1
595,"(103, 332)","(215, 60)","(291, 24)","(359, 64)","(425, 180)","(202, 447)","(259, 314)","(309, 319)","(349, 356)",1
596,"(103, 332)","(215, 60)","(292, 24)","(359, 64)","(425, 180)","(202, 446)","(260, 314)","(309, 319)","(349, 355)",1
597,"(104, 329)","(215, 60)","(293, 25)","(360, 64)","(425, 180)","(202, 446)","(259, 314)","(309, 319)","(349, 356)",1
598,"(104, 329)","(215, 59)","(292, 24)","(359, 64)","(426, 182)","(202, 446)","(260, 313)","(310, 319)","(349, 356)",1
599,"(103, 331)","(215, 59)","(292, 24)","(359, 64)","(426, 182)","(202, 446)","(259, 314)","(310, 320)","(349, 355)",1
600,"(104, 329)","(215, 59)","(292, 24)","(359, 64)","(426, 182)","(202, 446)","(260, 314)","(310, 320)","(349, 355)",1
601,"(103, 331)","(217, 58)","(292, 24)","(359, 63)","(426, 182)","(202, 446)","(260, 314)","(310, 321)","(349, 355)",1
602,"(104, 328)","(218, 58)","(293, 25)","(360, 66)","(427, 184)","(202, 445)","(261, 313)","(310, 320)","(350, 356)",1
603,"(104, 328)","(219, 57)","(294, 24)","(360, 65)","(426, 182)","(202, 446)","(261, 313)","(310, 320)","(350, 356)",1
604,"(105, 326)","(218, 57)","(292, 24)","(359, 64)","(426, 182)","(202, 446)","(261, 314)","(310, 320)","(350, 356)",1
605,"(105, 326)","(218, 57)","(294, 24)","(359, 64)","(426, 182)","(202, 446)","(261, 313)","(310, 321)","(350, 356)",1
606,"(105, 326)","(218, 57)","(294, 24)","(359, 64)","(426, 182)","(202, 446)","(261, 314)","(310, 322)","(349, 355)",1
607,"(105, 326)","(218, 58)","(293, 23)","(359, 64)","(425, 181)","(202, 445)","(261, 314)","(310, 321)","(349, 356)",1
608,"(104, 327)","(217, 59)","(292, 24)","(358, 64)","(426, 183)","(202, 444)","(261, 314)","(310, 321)","(349, 356)",1
609,"(104, 325)","(218, 57)","(293, 24)","(360, 66)","(426, 185)","(201, 444)","(260, 314)","(310, 322)","(349, 360)",1
610,"(104, 323)","(218, 58)","(292, 25)","(361, 67)","(427, 188)","(201, 442)","(261, 314)","(310, 322)","(349, 361)",1
611,"(104, 322)","(221, 55)","(293, 25)","(363, 69)","(426, 187)","(200, 444)","(261, 314)","(309, 322)","(349, 360)",1
612,"(104, 322)","(219, 57)","(295, 25)","(362, 69)","(427, 189)","(201, 441)","(261, 314)","(310, 323)","(349, 362)",1
613,"(104, 322)","(223, 54)","(294, 25)","(363, 70)","(427, 189)","(201, 442)","(262, 313)","(310, 322)","(349, 361)",1
